field_name,family,live_status,frl_grains,prior_semantic_status,team_grain_decision,team_season_delta,reason
goalsConceded,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
goalsConcededInsideBox,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
goalsConcededOutsideBox,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
interceptions,Defending,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
offsides,Discipline & Offside,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
openPlayPasses,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
penaltiesConceded,Defending,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
penaltiesSaved,Review,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
penaltyGoals,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
penaltyGoalsConceded,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
pointsDroppedFromWinningPositions,Finishing & Goals,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
pointsGainedFromLosingPositions,Finishing & Goals,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
possessionPercentage,Possession,EXISTING_FIELD,team_match,TEAM_GRAIN_MATCH_REVIEW,TEAM_MATCH_NOT_EQUIVALENT,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
shotsOffTargetIncWoodwork,Shooting,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
shotsOnConcededInsideBox,Shooting,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
shotsOnConcededOutsideBox,Shooting,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
shotsOnTargetIncGoals,Finishing & Goals,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulCornersIntoBox,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulCrossesAndCorners,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulCrossesOpenPlay,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulDribbles,Dribbling,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulLaunches,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulLayoffs,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulLongPasses,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulOpenPlayPasses,Passing & Territory,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulPassesOppositionHalf,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulPassesOwnHalf,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
successfulShortPasses,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
tackleSuccess,Defending,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
tacklesLost,Defending,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
tacklesWon,Defending,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
touchesInOppBox,Shooting,EXISTING_FIELD,team_match,TEAM_GRAIN_MATCH_REVIEW,TEAM_MATCH_NOT_EQUIVALENT,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulCornersIntoBox,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulCrossesAndCorners,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulCrossesOpenPlay,Crossing & Set Pieces,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulDribbles,Dribbling,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulLaunches,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulLayoffs,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulLongPasses,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulPassesOppositionHalf,Passing & Territory,NEW_SOURCE_CAPABILITY,,GENUINELY_NEW,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulPassesOwnHalf,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
unsuccessfulShortPasses,Passing & Territory,EXISTING_FIELD,player_season,NONTEAM_ONLY,,NEW_TEAM_SEASON_CAPABILITY,No explicit team_season FRL grain exists for this native concept; any existing representation is at another grain or absent.
