field_name,decision_status,final_status,reason
gamesPlayed,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
goals,MIXED_GRAIN_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
goalsConceded,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
goalsConcededInsideBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
goalsConcededOutsideBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
interceptions,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
offsides,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
openPlayPasses,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
penaltiesTaken,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
penaltyGoals,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
penaltyGoalsConceded,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsBlockedInBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsBlockedOutsideBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsOffTargetIncWoodwork,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsOnTargetInBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsOnTargetIncGoals,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
shotsOnTargetOutsideBox,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
starts,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulCrossesAndCorners,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulCrossesOpenPlay,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulDribbles,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulLaunches,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulLayoffs,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulLongPasses,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulPassesOppositionHalf,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulPassesOwnHalf,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
successfulShortPasses,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
tacklesLost,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
tacklesWon,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
touches,MIXED_GRAIN_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulCrossesAndCorners,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulCrossesOpenPlay,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulDribbles,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulLaunches,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulLayoffs,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulLongPasses,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulPassesOwnHalf,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
unsuccessfulShortPasses,PLAYER_SEASON_EQUIVALENT_REVIEW,PLAYER_SEASON_CAPABILITY_CONFIRMED,Live analytical candidate reviewed at player-season grain; mixed-grain audit returned no cases.
