field_name,source_surface,resource,grain,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
penaltySave,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
penaltyWon,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
playerId,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
playerName,FRL_LOCAL_CSV,player_match,player_match,VERIFIED_METADATA_SCOPE,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
position,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
punches,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
saves,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
season,FRL_LOCAL_CSV,player_match,player_match,VERIFIED_METADATA_SCOPE,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
shotOffTarget,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
team,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
team_id,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalClearance,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalContest,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalCross,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalKeeperSweeper,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalLongBalls,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalOffside,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalPass,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
totalShots,FRL_LOCAL_CSV,player_match,player_match,VERIFIED_METADATA_SCOPE,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,player_season,ENTITY,source_player_identity_to_player_season,TRUE,Player-season rows require season-aware source-player identity.
totalTackle,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
touches,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
unsuccessfulTouch,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
venue,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
wonContest,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
wonTackle,FRL_LOCAL_CSV,player_match,player_match,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedAssists,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoals,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsFreekick,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTarget,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
expectedGoalsOnTargetConceded,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
fiftyFifty,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
freekickTotal,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
goalKicks,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
hitWoodwork,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
nationality,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
playerId,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
position,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
punches,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
successfulFiftyFifty,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
team_id,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
touches,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
winningGoal,FRL_LOCAL_CSV,player_season,player_season,RELATIONSHIP_METADATA_PRESENT,VERIFIED_METADATA_SCOPE,VERIFIED_METADATA_SCOPE,team_fixture,OBSERVATION,canonical_team_season_to_source_team,TRUE,Team-match source statistics attach through the verified team-fixture relationship.
age,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
birthCountry,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
birthDate,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
displayName,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
firstName,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
height_cm,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
isoCode,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
joinDate,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
lastName,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
nationality,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
onLoan,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
playerId,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
position,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
preferredFoot,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
shirtNumber,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
weight_kg,FRL_LOCAL_CSV,squad,squad,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
chips[].overrides.element_types,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_stats,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_stats[].label,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_stats[].name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].element_count,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].id,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].plural_name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].plural_name_short,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].singular_name,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].singular_name_short,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].squad_max_play,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
element_types[].squad_max_select,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,UNMAPPED_REVIEW,UNKNOWN,,FALSE,No deterministic relationship contract mapping; manual review required.
